Sample Number,PH,Hardness,Conductivity,Trihalomethanes,Turbidity,Original Potability,Potable by WHO Standards,TestOrTrain,SVM Potability,SVM Test Score,Test/Train for LogReg,Logistic Regression Potability,LogReg Test Score,Test/Train for RanFor,Random Forrest Probability,RanFor Test Score
1052,8.04,201.81,420.55,90.76,3.22,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1053,4.31,191.12,499.85,76.44,3.92,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1054,8.82,175.75,552.07,91.44,3.86,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1055,7.48,246.18,339.73,77.6,3.48,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1056,7.69,155.19,536.89,77.58,4.04,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1057,8.93,188.05,438.52,92.83,5.47,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1058,5.62,221.65,326.35,84.38,3.44,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1059,7.57,205.4,395.3,63.77,3.28,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1060,6.12,240.98,407.32,63.07,3.72,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1061,7.6,188.37,326.63,73.44,3.5,False,True,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1062,7.4,258.02,354.67,73.01,3.8,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1063,5.35,238.51,496.35,87.34,2.36,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1064,7.1,196.73,453.95,31.56,4.86,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1065,3.93,191.67,406.09,45.48,5.06,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1066,6.0,219.72,497.48,46.3,5.05,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1067,8.9,208.11,381.16,48.3,3.93,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1068,7.38,194.87,495.04,77.09,5.13,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1069,8.98,184.31,485.58,63.94,4.26,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1070,8.53,216.45,436.16,55.92,2.38,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1071,7.21,176.64,332.2,77.26,3.5,False,True,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1072,8.9,107.38,444.93,78.35,4.75,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1073,6.58,219.18,341.21,68.98,3.67,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1074,6.84,166.68,532.18,78.23,5.09,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1075,7.15,181.43,485.11,52.81,4.78,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1076,7.51,172.5,377.08,68.85,3.7,False,True,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1077,8.0,214.82,513.54,70.29,4.82,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1078,5.17,234.33,407.1,36.18,3.69,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1079,7.81,258.89,421.13,71.7,4.55,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1080,7.44,242.73,413.66,64.53,3.87,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1081,7.95,178.07,356.29,61.46,2.86,False,True,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1082,8.06,191.28,278.5,65.51,3.13,False,True,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1083,9.5,124.48,530.22,49.81,5.24,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1084,7.98,121.07,338.51,59.27,4.57,False,True,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1085,6.26,270.47,490.94,22.22,4.75,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1086,6.96,219.24,431.37,56.44,4.59,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1087,6.73,197.77,321.36,85.37,3.89,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1088,4.89,272.92,569.58,79.6,3.08,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1089,8.52,128.26,554.14,87.47,4.15,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1090,6.95,201.81,417.18,49.24,4.0,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1091,6.02,170.73,508.85,62.97,3.67,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1092,9.01,167.92,385.41,50.53,4.27,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1093,7.95,277.12,306.84,70.02,3.04,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1094,8.14,210.38,321.87,85.3,4.14,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1095,7.7,211.34,598.66,91.12,4.73,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1096,9.25,168.04,400.0,62.26,3.3,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1097,6.15,171.13,406.09,65.71,4.4,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1098,7.13,275.68,383.46,94.42,1.99,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1099,6.79,165.79,370.6,96.6,4.04,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1100,8.89,171.84,399.67,76.83,2.99,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1101,7.18,225.12,294.99,81.45,4.01,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1102,6.16,155.84,533.29,68.12,4.77,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1103,6.47,236.69,356.35,54.64,2.86,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1104,7.49,177.35,387.87,48.97,3.47,False,True,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1105,7.32,184.14,379.49,90.31,4.9,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1106,6.93,156.84,398.65,72.24,4.25,False,True,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1107,6.31,220.97,350.91,61.84,4.62,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1108,6.61,216.43,466.1,41.25,3.59,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1109,6.63,232.74,458.37,65.32,3.44,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1110,5.72,197.1,345.08,58.41,4.08,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1111,7.74,182.54,489.05,57.88,3.54,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1112,6.51,185.34,410.1,83.65,3.73,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1113,7.28,194.88,402.66,76.99,4.93,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1114,6.64,205.23,455.69,52.15,3.71,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1115,6.11,166.64,340.63,95.49,6.06,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1116,7.83,182.47,433.46,75.9,3.81,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1117,6.98,200.47,422.49,48.25,5.44,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1118,8.55,217.8,340.57,53.86,2.94,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1119,6.45,275.75,384.38,54.4,3.72,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1120,7.39,173.53,310.07,81.13,3.78,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1121,8.36,218.14,471.55,49.77,3.72,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1122,7.62,113.5,285.35,48.93,3.78,False,True,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1123,5.4,258.9,396.91,65.81,4.0,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1124,7.08,137.01,342.73,88.33,5.55,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1125,7.16,238.33,478.77,74.38,3.91,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1126,6.85,149.85,350.34,75.5,4.94,False,True,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1127,7.31,244.84,477.24,60.81,3.71,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1128,9.31,133.14,267.8,75.44,4.49,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1129,6.19,249.53,274.76,57.62,3.55,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1130,7.97,151.54,527.69,52.27,3.39,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1131,9.26,160.43,427.79,95.8,3.18,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1132,7.75,193.45,597.49,45.72,3.76,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1133,8.18,201.55,464.8,61.65,4.11,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1134,7.19,151.31,465.13,77.52,4.27,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1135,7.79,257.66,439.7,54.24,3.39,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1136,3.88,177.71,447.3,63.16,4.93,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1137,3.98,160.82,414.33,78.27,3.75,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1138,7.48,117.06,472.06,76.34,3.71,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1139,4.48,236.28,456.98,74.04,4.33,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1140,6.92,185.82,560.79,64.4,2.88,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1141,6.9,110.87,417.25,33.5,5.06,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1142,6.55,176.01,291.12,81.37,5.93,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1143,6.58,217.54,476.46,48.55,3.51,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1144,7.86,218.15,414.37,72.61,3.59,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1145,6.14,151.78,363.62,96.58,4.7,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1146,6.95,168.88,372.02,74.01,2.6,False,True,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1147,6.2,214.85,319.77,65.31,3.49,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1148,8.37,179.52,396.7,110.43,2.79,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1149,5.92,200.94,380.5,31.97,3.75,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1150,8.83,216.12,301.9,64.41,4.42,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1151,6.83,164.27,389.98,44.37,3.15,False,True,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1152,4.29,192.36,475.88,53.62,5.11,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1153,9.68,188.37,325.0,91.42,3.03,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1154,8.66,173.53,459.63,89.92,5.12,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
1155,5.9,172.03,426.51,74.54,2.96,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
1156,9.49,274.83,581.08,62.12,3.19,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1157,7.08,185.83,355.94,39.62,1.49,True,True,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1158,8.05,211.78,512.9,73.25,3.3,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1159,7.04,229.6,558.18,36.27,4.28,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1160,6.31,133.65,381.06,71.18,3.6,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1161,6.88,214.73,306.78,79.69,4.7,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1162,7.75,210.72,375.67,43.3,5.13,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1163,7.92,201.46,432.59,70.24,4.28,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1164,6.41,183.87,548.64,69.05,4.53,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1165,7.8,239.28,484.1,50.13,4.25,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1166,6.97,183.93,433.24,66.03,4.89,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1167,6.62,195.87,310.85,52.41,5.61,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1168,7.37,236.48,357.07,58.27,3.46,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1169,6.94,198.48,470.6,61.15,4.24,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1170,5.28,148.86,485.81,60.94,3.99,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1171,7.76,206.21,347.18,80.62,4.59,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1172,7.28,228.54,392.53,84.37,2.92,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1173,6.83,182.45,397.34,74.46,2.66,True,True,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1174,6.73,187.2,488.98,77.13,4.59,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1175,6.86,170.83,400.97,51.6,4.49,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1176,5.81,157.55,377.7,69.46,3.6,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1177,8.46,241.77,328.58,84.51,3.83,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1178,7.29,233.98,490.05,31.8,3.53,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1179,7.46,215.48,403.7,56.96,5.08,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1180,7.06,178.81,520.27,75.85,2.95,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1181,7.43,204.49,338.94,94.61,2.56,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1182,6.74,209.22,408.85,70.21,4.96,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1183,7.04,178.29,388.34,73.26,3.1,True,True,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1184,7.19,212.48,435.28,75.6,2.96,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1185,6.6,191.79,501.53,80.05,4.32,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1186,6.91,184.94,434.35,77.37,4.69,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1187,6.28,160.31,424.45,41.28,4.46,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1188,7.04,210.37,489.55,69.19,3.29,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1189,7.37,198.2,424.45,31.6,2.72,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1190,7.71,189.0,523.05,57.29,4.9,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1191,6.5,171.72,359.46,83.62,5.4,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1192,8.19,240.98,410.16,56.91,3.57,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1193,7.08,196.66,530.05,85.78,2.66,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1194,4.7,160.21,344.69,34.29,4.11,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1195,7.98,234.78,613.63,48.92,4.75,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1196,6.97,177.06,507.79,35.77,4.82,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1197,6.44,166.64,479.48,65.66,3.55,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1198,6.28,149.56,605.4,82.7,5.26,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1199,9.01,225.37,445.77,83.89,4.55,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1200,7.78,216.78,447.17,36.87,4.82,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1201,7.15,198.15,531.6,81.93,4.63,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1202,6.75,166.39,527.46,55.54,3.31,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1203,8.13,231.17,386.07,63.34,4.68,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1204,6.34,164.07,607.1,113.05,4.58,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1205,5.94,175.64,402.89,74.35,4.0,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1206,7.61,246.03,445.77,98.37,2.99,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1207,6.72,197.62,641.53,63.68,4.49,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1208,6.87,185.63,462.54,74.56,4.35,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1209,7.37,234.2,393.25,64.73,3.39,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1210,6.33,185.44,366.81,76.76,3.98,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1211,5.89,139.36,446.49,89.69,3.31,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1212,7.92,197.36,358.1,71.69,3.39,True,True,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1213,6.55,194.28,361.04,57.32,4.42,True,True,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1214,6.8,224.0,344.72,60.15,4.85,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1215,7.18,206.29,485.25,49.15,4.74,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1216,7.2,147.71,395.98,63.63,3.88,True,True,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1217,7.78,215.53,349.43,65.83,5.43,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1218,7.05,128.48,348.26,58.16,2.87,True,True,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1219,7.73,189.51,567.72,71.21,3.51,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1220,6.27,187.83,277.05,59.45,3.65,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1221,6.63,160.92,416.9,53.28,5.18,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1222,6.78,154.37,597.98,56.12,3.02,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1223,8.16,278.34,384.78,64.21,4.16,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1224,7.77,251.46,355.83,67.58,4.04,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1225,7.3,182.41,424.65,73.84,5.06,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1226,7.66,230.82,305.63,72.21,4.79,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1227,7.66,223.58,510.05,73.19,5.48,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1228,7.54,211.05,447.52,60.16,3.71,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1229,7.75,229.49,398.54,41.06,4.32,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1230,7.44,194.76,350.09,79.96,2.89,True,True,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1231,6.56,164.64,533.58,83.66,4.22,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1232,7.04,220.5,536.18,67.9,4.56,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1233,7.88,226.0,472.37,55.03,3.58,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1234,7.5,236.71,299.19,68.31,4.24,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1235,6.54,214.99,465.35,24.53,3.43,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1236,5.76,171.97,442.76,95.9,4.0,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1237,8.81,236.39,278.36,72.87,4.24,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1238,7.36,231.79,389.27,39.53,3.75,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1239,9.18,281.59,422.32,64.07,2.96,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1240,6.51,223.86,437.05,52.34,4.23,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1241,7.35,199.61,413.21,56.79,4.3,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1242,8.11,217.27,281.07,78.58,4.43,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1243,5.99,151.36,478.33,99.06,3.76,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1244,6.43,177.25,375.03,61.63,3.64,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1245,6.77,201.65,519.38,90.06,5.2,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1246,7.93,224.72,315.91,32.44,4.85,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1247,7.34,229.98,370.86,79.97,4.02,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1248,7.08,198.41,472.28,59.63,3.26,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
1249,7.74,203.4,424.33,48.42,3.61,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1250,7.56,223.23,481.34,62.13,4.26,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
1251,7.83,213.25,405.28,55.91,3.55,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
