ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,SampleNumber,ph_rank,Hardness_rank,Solids_rank,Chloramines_rank,Sulfate_rank,Conductivity_rank,Organic_carbon_rank,Trihalomethanes_rank,Turbidity_rank,Average_Rank,Average_Rank_2,Hardness_Safe,ph_safe,Solids_safe,Chloramines_safe,Sulfate_safe,Conductivity_safe,Organic_carbon_safe,Trihalomethanes_safe,Turbidity_safe,Hardness_Safe_qty,ph_safe_qty,Solids_safe_qty,Chloramines_safe_qty,Sulfate_safe_qty,Conductivity_safe_qty,Organic_carbon_safe_qty,Trihalomethanes_safe_qty,Turbidity_safe_qty,Hardness_Safe_pct,ph_safe_pct,Solids_safe_pct,Chloramines_safe_pct,Sulfate_safe_pct,Conductivity_safe_pct,Organic_carbon_safe_pct,Trihalomethanes_safe_pct,Turbidity_safe_pct
9.45,145.81,13168.53,9.44,310.58,592.66,8.61,77.58,3.88,1,250,2586.0,145.81,481,3037,670.0,3195,143,2354.0,1505,1418.0,1721,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.99,191.94,16746.8,8.56,312.74,431.51,14.37,77.93,3.65,0,2215,2048.0,191.94,984,2732,718.0,1783,1709,2385.0,1107,1418.0,1722,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.77,272.47,15417.93,7.73,315.4,424.46,15.28,60.82,3.9,1,402,537.0,272.47,792,2182,779.0,1676,2040,1102.0,1545,1418.0,1723,False,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.01,225.16,20375.67,7.84,308.59,382.01,12.67,78.77,4.44,0,1048,2060.0,225.16,1557,2258,640.0,1037,1041,2437.0,2390,1418.0,1725,False,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.34,198.38,13492.84,6.56,328.65,591.36,14.08,61.39,4.1,1,1224,350.0,198.38,522,1163,1136.0,3193,1581,1150.0,1851,1418.0,1726,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.94,198.48,16904.2,6.34,299.52,470.6,15.05,61.15,4.24,1,1909,1314.0,198.48,1005,986,466.0,2295,1948,1133.0,2076,1418.0,1727,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.71,196.25,11356.58,8.03,347.59,300.13,18.43,44.86,4.57,1,3235,513.0,196.25,284,2392,1609.0,165,2931,288.0,2541,1418.0,1729,True,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
9.43,158.39,20474.82,5.86,285.4,476.84,14.39,73.16,4.2,1,1121,2583.0,158.39,1582,644,279.0,2390,1718,2057.0,2021,1419.0,1731,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.15,218.44,31350.28,5.51,334.64,376.67,14.89,52.42,4.31,0,584,2136.0,218.44,2806,455,1299.0,968,1882,586.0,2185,1419.0,1732,False,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.61,246.03,33347.97,8.22,345.81,445.77,10.76,98.37,2.99,1,1964,1796.0,246.03,2929,2528,1578.0,2001,454,3038.0,358,1419.0,1733,False,True,False,False,False,False,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.6,183.57,20411.66,9.75,336.4,368.36,11.1,66.82,4.36,0,2672,454.0,183.57,1563,3113,1347.0,849,546,1579.0,2262,1419.0,1734,True,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.89,220.35,14444.29,8.04,300.15,339.07,18.42,67.01,4.1,1,2800,1986.0,220.35,647,2398,480.0,484,2929,1589.0,1841,1420.0,1737,False,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.06,177.67,13129.15,7.31,367.33,393.74,16.36,53.84,4.49,0,2953,1407.0,177.67,476,1806,1994.0,1213,2410,660.0,2437,1420.0,1738,True,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.48,180.45,29032.78,7.3,326.3,374.68,17.89,75.94,2.69,0,2466,958.0,180.45,2628,1795,1072.0,941,2813,2251.0,166,1421.0,1740,True,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.83,216.12,17732.91,7.86,377.25,301.9,16.21,64.41,4.42,0,1879,2421.0,216.12,1138,2273,2148.0,172,2361,1400.0,2365,1421.0,1741,False,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.58,203.76,29999.99,7.21,310.66,366.56,14.18,65.88,3.85,0,2995,446.0,203.76,2701,1705,673.0,827,1623,1506.0,1467,1421.0,1743,False,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.63,201.67,24161.25,7.96,369.62,346.86,17.03,61.21,3.39,1,1184,1071.0,201.67,2077,2347,2036.0,569,2595,1140.0,741,1422.0,1744,False,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
9.61,227.37,22690.05,5.39,314.32,394.73,16.99,75.34,4.31,1,3237,2618.0,227.37,1898,406,758.0,1227,2585,2209.0,2188,1422.0,1745,False,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.81,236.39,40684.39,6.61,303.53,278.36,14.58,72.87,4.24,1,2010,2415.0,236.39,3179,1201,537.0,58,1779,2037.0,2079,1422.0,1746,False,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.1,197.14,21682.75,7.76,292.25,424.67,10.93,51.22,4.33,0,2124,278.0,197.14,1737,2201,349.0,1679,496,524.0,2223,1422.0,1747,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.32,143.3,22577.82,5.69,338.9,573.81,15.32,48.97,3.4,0,2524,842.0,143.3,1882,551,1417.0,3145,2056,428.0,761,1423.0,1748,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.51,192.47,17045.6,8.82,346.74,266.36,15.93,83.26,4.32,0,2617,1730.0,192.47,1026,2831,1596.0,29,2257,2665.0,2205,1423.0,1749,True,True,False,False,False,True,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.09,179.05,21065.66,7.47,377.78,571.58,12.62,85.24,3.27,1,2379,1431.0,179.05,1657,1942,2157.0,3133,1029,2754.0,605,1424.0,1751,True,True,False,False,False,False,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
9.16,186.67,15797.03,8.15,333.81,425.75,12.18,112.62,4.53,1,350,2527.0,186.67,839,2482,1274.0,1696,858,3107.0,2488,1425.0,1753,True,False,False,False,False,False,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.72,184.23,19393.47,5.3,290.28,502.99,19.64,68.24,3.43,1,1166,514.0,184.23,1386,376,330.0,2687,3115,1685.0,808,1426.0,1755,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
3.8,189.62,18529.8,6.89,396.11,365.27,15.27,86.68,4.83,0,2261,59.0,189.62,1263,1437,2336.0,811,2035,2810.0,2833,1428.0,1759,True,False,False,False,False,True,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
10.21,148.38,18413.1,7.41,390.62,410.57,15.1,89.18,4.11,0,3071,2706.0,148.38,1244,1886,2291.0,1459,1967,2883.0,1869,1429.0,1760,True,False,False,False,False,False,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.18,201.55,21856.99,5.24,320.26,464.8,15.63,61.65,4.11,0,1845,2156.0,201.55,1769,355,905.0,2227,2154,1168.0,1868,1429.0,1761,False,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.62,228.76,19126.3,7.02,327.89,383.53,14.76,41.28,4.58,0,2196,2349.0,228.76,1348,1539,1116.0,1064,1835,197.0,2560,1429.0,1762,False,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.42,153.03,15924.8,11.1,329.13,431.17,12.32,52.63,3.96,1,2344,2273.0,153.03,861,3247,1154.0,1774,907,597.0,1646,1431.0,1765,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.75,154.33,25137.43,8.5,274.88,330.08,15.98,69.94,3.49,1,2031,1156.0,154.33,2196,2700,168.0,386,2275,1828.0,877,1431.0,1766,True,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.6,229.3,44652.36,6.5,324.0,424.26,12.36,40.41,3.83,0,583,452.0,229.3,3229,1115,1013.0,1670,925,177.0,1421,1432.0,1769,False,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.29,245.02,27733.71,7.14,238.84,464.07,13.45,55.64,3.31,0,3023,331.0,245.02,2502,1644,36.0,2221,1321,767.0,661,1432.0,1771,False,False,False,False,True,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.93,278.23,14179.62,8.13,318.36,335.24,16.66,48.36,4.37,0,2669,2462.0,278.23,623,2469,849.0,439,2495,399.0,2290,1432.0,1772,False,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
9.5,195.11,19946.26,7.47,300.68,382.47,14.36,78.31,4.34,0,2911,2601.0,195.11,1475,1940,491.0,1044,1705,2409.0,2238,1433.0,1774,True,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.05,228.2,10215.81,5.98,306.8,441.5,17.23,65.34,4.89,0,1701,675.0,228.2,210,714,607.0,1933,2648,1470.0,2865,1433.0,1776,False,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
10.28,198.55,8108.3,5.55,332.02,568.08,15.66,28.77,4.57,0,908,2714.0,198.55,96,473,1225.0,3122,2165,36.0,2544,1433.0,1777,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.28,194.88,18270.11,6.12,344.88,402.66,15.46,76.99,4.93,0,1818,1554.0,194.88,1220,814,1560.0,1359,2098,2305.0,2913,1433.0,1778,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.5,236.71,21736.37,6.59,407.31,299.19,20.74,68.31,4.24,1,2004,1724.0,236.71,1749,1183,2389.0,159,3195,1693.0,2078,1433.0,1780,False,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
4.71,179.14,22291.42,6.77,407.42,371.26,18.19,86.53,3.86,0,3115,172.0,179.14,1830,1341,2390.0,894,2877,2804.0,1480,1434.0,1782,True,False,False,False,False,True,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.88,214.73,20509.33,9.04,321.38,306.78,12.48,79.69,4.7,1,1899,1256.0,214.73,1589,2922,934.0,203,968,2490.0,2705,1434.0,1783,False,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.1,200.05,16404.94,6.39,366.02,444.45,16.03,72.3,4.3,0,2291,698.0,200.05,931,1035,1964.0,1978,2291,1990.0,2176,1435.0,1787,False,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.93,190.19,25780.06,6.26,331.03,481.74,14.05,70.59,3.7,0,950,1304.0,190.19,2278,926,1200.0,2456,1565,1880.0,1198,1436.0,1789,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.73,202.42,25521.89,3.83,326.91,461.96,16.61,104.37,3.83,0,2687,2387.0,202.42,2244,74,1087.0,2190,2477,3080.0,1430,1436.0,1791,False,False,False,True,False,False,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.89,185.74,12218.1,8.02,350.66,394.44,17.06,86.63,4.1,0,2094,1265.0,185.74,375,2388,1689.0,1224,2603,2806.0,1843,1436.0,1793,True,True,False,False,False,True,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.06,191.55,16473.07,8.44,367.85,462.99,12.57,17.53,3.94,1,1630,1409.0,191.55,940,2663,2003.0,2203,1008,8.0,1614,1437.0,1794,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.89,224.08,22960.18,8.98,274.69,466.25,9.69,59.58,3.62,1,670,2448.0,224.08,1927,2899,167.0,2246,268,994.0,1056,1437.0,1795,False,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.49,205.54,19397.32,7.89,368.56,479.79,15.81,56.98,2.43,0,998,961.0,205.54,1387,2302,2011.0,2432,2217,838.0,82,1438.0,1796,False,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.61,192.86,25410.81,5.96,283.8,432.21,12.8,81.1,4.63,1,2385,1788.0,192.86,2226,702,263.0,1797,1082,2563.0,2627,1438.0,1799,True,True,False,False,False,False,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.26,160.44,16129.71,8.09,328.45,478.52,12.81,43.59,3.95,1,3120,1541.0,160.44,894,2438,1131.0,2412,1091,257.0,1633,1438.0,1801,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.64,215.06,16488.05,6.64,304.76,507.13,11.98,18.02,4.71,1,2353,1076.0,215.06,944,1234,567.0,2733,790,10.0,2715,1439.0,1803,False,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.54,230.15,18877.49,4.34,278.25,447.26,17.56,53.34,4.32,1,2416,1749.0,230.15,1309,136,204.0,2026,2736,639.0,2197,1439.0,1804,False,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.26,142.53,25556.05,6.6,416.26,443.76,7.49,72.88,5.1,0,3083,321.0,142.53,2247,1192,2421.0,1968,58,2038.0,3028,1439.0,1805,True,False,False,False,False,False,False,True,False,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.4,258.9,10168.18,9.65,248.71,396.91,15.51,65.81,4.0,0,1830,377.0,258.9,207,3092,58.0,1254,2120,1501.0,1704,1439.0,1806,False,False,False,False,True,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
11.9,228.13,8296.55,9.9,346.65,500.17,15.49,63.53,3.02,1,783,2779.0,228.13,105,3154,1594.0,2661,2108,1316.0,380,1439.0,1807,False,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.47,240.35,36701.97,4.54,339.22,453.21,16.11,67.95,3.38,0,628,1699.0,240.35,3072,171,1428.0,2099,2319,1662.0,737,1440.0,1808,False,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.88,145.28,17621.39,8.27,341.48,286.89,15.19,42.29,4.71,0,2118,2444.0,145.28,1120,2555,1481.0,89,2008,223.0,2724,1440.0,1809,True,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
2.93,260.46,39233.1,7.67,303.4,403.24,11.31,69.24,3.68,0,2932,18.0,260.46,3138,2121,535.0,1368,597,1780.0,1157,1440.0,1810,False,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.99,169.73,19472.62,5.02,366.02,425.67,17.31,48.88,4.48,0,866,1359.0,169.73,1399,286,1965.0,1694,2674,423.0,2421,1441.0,1814,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.13,211.12,22982.93,6.78,326.4,367.99,13.91,55.8,4.82,1,730,2123.0,211.12,1930,1346,1075.0,844,1497,776.0,2817,1441.0,1815,False,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.95,225.23,6874.59,10.12,429.05,386.58,15.85,59.47,4.1,1,1518,1319.0,225.23,56,3191,2463.0,1111,2225,983.0,1838,1441.0,1816,False,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.31,274.7,14600.54,8.11,384.56,415.61,16.76,68.94,3.7,0,165,1579.0,274.7,668,2449,2230.0,1544,2520,1750.0,1191,1441.0,1817,False,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.6,198.32,21078.89,6.23,331.5,447.99,12.94,59.83,4.7,0,470,1040.0,198.32,1658,908,1212.0,2037,1145,1013.0,2708,1442.0,1823,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.86,170.83,20464.77,7.07,365.94,400.97,14.0,51.6,4.49,1,1917,1244.0,170.83,1579,1587,1961.0,1330,1544,543.0,2447,1443.0,1825,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.34,198.17,35273.98,5.27,300.41,448.15,12.39,62.74,4.26,1,2829,1599.0,198.17,3022,364,487.0,2039,938,1254.0,2100,1444.0,1826,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.78,218.03,16183.59,7.39,334.05,389.02,16.35,47.1,4.27,0,860,2406.0,218.03,902,1867,1282.0,1143,2409,367.0,2124,1444.0,1828,False,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.75,193.45,19019.28,8.11,377.99,597.49,8.94,45.72,3.76,0,1843,1884.0,193.45,1330,2450,2162.0,3210,178,311.0,1302,1444.0,1829,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.56,244.8,14254.66,7.45,315.97,500.59,18.23,57.37,2.94,1,2741,2329.0,244.8,628,1926,788.0,2664,2888,862.0,313,1444.0,1830,False,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
4.16,181.74,25815.39,8.53,297.24,399.29,9.34,46.64,4.17,0,2161,97.0,181.74,2281,2714,427.0,1297,226,344.0,1966,1444.0,1831,True,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.09,159.96,39125.21,6.06,375.62,400.16,20.19,68.69,2.6,0,930,270.0,159.96,3132,766,2122.0,1317,3160,1722.0,132,1444.0,1833,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.37,170.84,27199.64,8.07,376.06,401.83,14.08,81.74,3.36,0,3028,362.0,170.84,2445,2418,2131.0,1348,1578,2601.0,709,1445.0,1836,True,False,False,False,False,False,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.54,214.99,12330.41,7.3,389.82,465.35,22.09,24.53,3.43,1,2006,992.0,214.99,390,1791,2281.0,2235,3243,22.0,801,1446.0,1845,False,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
9.11,202.51,24678.33,5.58,334.72,467.11,12.94,46.94,4.49,1,677,2513.0,202.51,2140,490,1302.0,2253,1146,357.0,2444,1446.0,1846,False,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.28,135.26,22184.53,7.16,357.91,480.14,11.32,54.94,4.2,1,1604,1555.0,135.26,1815,1668,1835.0,2439,600,720.0,2022,1447.0,1847,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.49,177.35,24786.05,8.61,369.21,387.87,14.15,48.97,3.47,0,1800,1713.0,177.35,2154,2756,2023.0,1124,1601,427.0,867,1447.0,1848,True,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.38,266.02,21250.94,4.85,357.24,358.19,27.01,59.94,4.53,0,2236,888.0,266.02,1684,229,1825.0,728,3275,1022.0,2499,1447.0,1851,False,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.28,228.54,29690.92,7.87,322.27,392.53,15.17,84.37,2.92,1,1913,1556.0,228.54,2684,2285,963.0,1193,1997,2717.0,296,1447.0,1852,False,True,False,False,False,True,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
10.3,199.61,11278.83,7.46,433.45,461.98,17.1,63.19,3.86,0,1441,2717.0,199.61,272,1937,2467.0,2191,2607,1292.0,1477,1447.0,1853,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.11,217.27,38184.47,7.25,311.91,281.07,13.03,78.58,4.43,1,2017,2114.0,217.27,3108,1744,697.0,69,1173,2426.0,2373,1447.0,1855,False,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
10.81,198.6,29614.35,5.78,304.62,383.27,14.9,47.9,4.36,1,3249,2751.0,198.6,2681,592,563.0,1061,1889,382.0,2264,1448.0,1856,True,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.3,222.44,20320.11,7.32,297.14,374.12,15.78,93.45,4.17,0,2052,2217.0,222.44,1551,1811,424.0,933,2206,2987.0,1964,1448.0,1860,False,True,False,False,False,True,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.1,207.54,22671.48,6.28,295.59,297.11,17.11,71.02,4.91,0,1433,1438.0,207.54,1895,941,393.0,149,2608,1910.0,2893,1449.0,1863,False,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.71,178.92,18476.62,8.23,334.89,518.04,10.64,63.16,3.86,0,482,1847.0,178.92,1256,2529,1307.0,2825,420,1289.0,1485,1449.0,1864,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.16,189.3,35086.4,6.74,340.87,331.59,12.91,61.34,4.65,0,969,293.0,189.3,3015,1309,1458.0,399,1138,1147.0,2647,1450.0,1867,True,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.58,153.71,19970.43,7.66,312.89,520.81,14.78,74.13,2.88,1,3200,2337.0,153.71,1483,2106,720.0,2846,1842,2128.0,268,1450.0,1868,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
